date,2020-07-05,2020-07-05,2020-07-05
CW,Industrials,NYQ,3661964544.0
CWB,,,
CWBC,Financial Services,NMS,71168664.0
CWBR,Healthcare,NCM,64757100.0
CWCO,,,
CWEB,,,
CWEN,Utilities,NYQ,4392887296.0
CWEN A,,,
CWH,Consumer Cyclical,NYQ,2447955200.0
CWI,,,
CWK,Real Estate,NYQ,2777266944.0
CWS,,,
CWST,Industrials,NMS,2507273472.0
CWT,Utilities,NYQ,2355321856.0
CX,Basic Materials,NYQ,4260202240.0
CXDC,Consumer Cyclical,NMS,77660608.0
CXE,,,
CXH,,,
CXO,Energy,NYQ,10124252160.0
CXP,Real Estate,NYQ,1535422464.0
CXSE,,,
CXW,Real Estate,NYQ,1140064384.0
CYAD,Healthcare,NMS,143040064.0
CYAN,,,
CYB,,,
CYBE,Technology,NMS,259166896.0
CYBR,,,
CYCC,,,
CYCN,Healthcare,NMS,162921264.0
CYD,Industrials,NYQ,576919168.0
CYH,Healthcare,NYQ,361388288.0
CYRN,,,
CYRX,,,
CYRX W,,,
CYTK,,,
CZA,,,
CZNC,Financial Services,NMS,270902752.0
CZR,Consumer Cyclical,NMS,8413606400.0
CZWI,Financial Services,NGM,78054896.0
CZZ,Energy,NYQ,3455784192.0
D,Utilities,NYQ,69397667840.0
DAC,,,
DADA,,,
DAIO,Technology,NMS,28939820.0
DAKT,Technology,NMS,193875584.0
DAL,Industrials,NYQ,17679456256.0
DALI,,,
DALT,,,
DAN,Consumer Cyclical,NYQ,1700553216.0
DAO,,,
DAR,Consumer Defensive,NYQ,3855457536.0
DARE,Healthcare,NCM,26387732.0
DAUD,,,
DAUG,,,
DAVA,Technology,NYQ,2709863168.0
DAX,,,
DB,Financial Services,NYQ,19389546496.0
DBA,,,
DBAW,,,
DBB,,,
DBC,,,
DBCP,,,
DBD,,,
DBE,,,
DBEF,,,
DBEH,,,
DBEM,,,
DBEU,,,
DBEZ,,,
DBGR,,,
DBI,,,
DBJP,,,
DBL,,,
DBLV,,,
DBMF,,,
DBO,,,
DBP,,,
DBS,,,
DBV,,,
DBVT,,,
DBX,,,
DCF,,,
DCHF,,,
DCI,Industrials,NYQ,5830943744.0
DCO,Industrials,NYQ,396172256.0
DCOM,,,
DCOM P,,,
DCP,Energy,NYQ,2177048576.0
DCP PRB,,,
DCP PRC,,,
DCPH,Healthcare,NMS,3162682624.0
DCTH,,,
DCUE,,,
DD,,,
DDD,,,
DDF,Financial Services,NYQ,65349360.0
DDG,,,
DDIV,,,
DDLS,,,
DDM,,,
DDOG,Technology,NMS,26821363712.0
DDS,,,
DDT,,,
DDWM,,,
DE,Industrials,NYQ,49400434688.0
DEA,Real Estate,NYQ,1759233152.0
DECK,Consumer Cyclical,NYQ,5437502976.0
DEED,,,
DEEF,,,
DEEP,,,
DEF,,,
DEFA,,,
DEI,Real Estate,NYQ,5485730304.0
DELL,Technology,NYQ,39818858496.0
DEM,,,
DENN,,,
DEO,,,
DES,,,
DESP,,,
DEUR,,,
DEUS,,,
DEW,,,
DEX,Financial Services,NYQ,98339784.0
DFE,,,
DFEB,,,
DFEN,,,
DFFN,,,
DFIN,Financial Services,NYQ,298877920.0
DFJ,,,
DFND,,,
DFNL,,,
DFNS,,,
DFNS U,,,
DFNS WS,,,
DFP,Financial Services,NYQ,476150496.0
DFPH,,,
DFPH U,,,
DFPH W,,,
DFS,Financial Services,NYQ,14962802688.0
DFVL,,,
DFVS,,,
DG,,,
DGAZ,,,
DGBP,,,
DGIC A,,,
DGIC B,,,
DGII,Technology,NMS,324005312.0
DGL,,,
DGLD,,,
DGLY,,,
DGP,,,
DGRE,,,
DGRO,,,
DGRS,,,
DGRW,,,
DGS,,,
DGT,,,
DGX,,,
DGZ,,,
DHC,Real Estate,NMS,1025581696.0
DHCN I,,,
DHCN L,,,
DHF,Financial Services,NYQ,189767072.0
DHI,Consumer Cyclical,NYQ,19656499200.0
DHIL,,,
DHR,,,
DHR PRA,,,
DHR PRB,,,
DHS,,,
DHT,,,
DHX,,,
DHY,,,
DIA,,,
DIAL,,,
DIAX,Financial Services,NYQ,497862848.0
DIG,,,
DIM,,,
DIN,Consumer Cyclical,NYQ,643765440.0
DINT,,,
DIOD,Technology,NMS,2532115968.0
DIS,Communication Services,NYQ,202627366912.0
DISC A,,,
DISC B,,,
DISC K,,,
DISH,Communication Services,NMS,17328762880.0
DIT,,,
DIV,,,
DIVA,,,
DIVB,,,
DIVC,,,
DIVO,,,
DIVY,,,
DJCB,,,
DJCI,,,
DJCO,Communication Services,NMS,369205632.0
DJD,,,
DJP,,,
DJPY,,,
DJUN,,,
DK,,,
DKL,Energy,NYQ,678848576.0
DKNG,,,
DKNG W,,,
DKS,Consumer Cyclical,NYQ,3645871616.0
DL,Consumer Defensive,NYQ,287555840.0
DLA,Consumer Cyclical,ASE,87091120.0
DLB,Communication Services,NYQ,6640474112.0
DLHC,Industrials,NMS,92040280.0
DLN,,,
DLNG,,,
DLNG PRA,,,
DLNG PRB,,,
DLPH,Consumer Cyclical,NYQ,1226165632.0
DLPN,Communication Services,NMS,21929800.0
DLPN W,,,
DLR,,,
DLR PRC,,,
DLR PRG,,,
DLR PRI,,,
DLR PRJ,,,
DLR PRK,,,
DLR PRL,,,
DLS,,,
DLTH,Consumer Cyclical,NMS,246710896.0
DLTR,Consumer Defensive,NMS,22207287296.0
DLX,Communication Services,NYQ,898963200.0
DLY,,,
DMAC,,,
DMAY,,,
DMB,Financial Services,NYQ,241061424.0
DMDV,,,
DMF,Financial Services,NYQ,173042496.0
DMLP,Energy,NMS,414770400.0
DMO,Financial Services,NYQ,157229152.0
DMPI,,,
DMRC,Technology,NMS,198231264.0
DMRE,,,
DMRI,,,
DMRL,,,
DMRM,,,
DMRS,,,
DMTK,Healthcare,NMS,251134384.0
DMXF,,,
DMYT,,,
DMYT U,,,
DMYT WS,,,
DNI,,,
DNJR,Financial Services,NCM,19815936.0
DNK,,,
DNKN,Consumer Cyclical,NMS,5378296832.0
DNL,,,
DNLI,,,
DNN,Energy,ASE,225658720.0
DNOV,,,
DNOW,,,
DNP,Financial Services,NYQ,3374584832.0
DNR,,,
DOC,Real Estate,NYQ,3538705664.0
DOCU,Technology,NMS,35048382464.0
DOG,,,
DOGZ,Consumer Defensive,NGM,36507080.0
DOL,,,
DOMO,Technology,NMS,1026105728.0
DON,,,
DOO,,,
DOOO,Consumer Cyclical,NMS,3682198528.0
DOOR,Industrials,NYQ,1895798784.0
DORM,,,
DOV,Industrials,NYQ,14023317504.0
DOW,Basic Materials,NYQ,30807003136.0
DOX,Technology,NMS,8012669952.0
DOYU,Communication Services,NMS,3781186816.0
DPG,Financial Services,NYQ,422917248.0
DPHC,Financial Services,NCM,362949984.0
DPHC U,,,
DPHC W,,,
DPST,,,
DPW,,,
DPZ,Consumer Cyclical,NYQ,14633615360.0
DQ,,,
DRAD,,,
DRD,,,
DRE,,,
DRH,Real Estate,NYQ,1065950080.0
DRI,Consumer Cyclical,NYQ,9708164096.0
DRIO,,,
DRIO W,,,
DRIP,,,
DRIV,,,
DRN,,,
DRNA,Healthcare,NMS,1897433984.0
DRQ,Energy,NYQ,1072506816.0
DRRX,Healthcare,NMS,438816000.0
DRSK,,,
DRTT,Industrials,NMS,103374496.0
DRUA,,,
DRV,,,
DRW,,,
DS,Consumer Cyclical,NYQ,123409720.0
DS PRB,,,
DS PRC,,,
DS PRD,,,
DSE,Financial Services,NYQ,13982455.0
DSGX,Technology,NMS,4552024576.0
DSI,,,
DSKE,Industrials,NCM,241017312.0
DSKE W,,,
DSL,Financial Services,NYQ,1609261568.0
DSLV,,,
DSM,,,
DSPG,Technology,NMS,362969984.0
DSS,,,
DSSI,,,
DSTL,,,
DSU,,,
DSWL,Technology,NGM,39310544.0
DSX,Industrials,NYQ,139268992.0
DSX PRB,,,
DT,Technology,NYQ,11894844416.0
DTD,,,
DTE,Utilities,NYQ,21181542400.0
DTEA,Consumer Defensive,NGM,23882092.0
DTEC,,,
DTF,,,
DTH,,,
DTIL,Healthcare,NMS,436672992.0
DTJ,,,
DTLA PR,,,
DTN,,,
DTP,,,
DTQ,,,
DTSS,,,
DTUL,,,
DTUS,,,
DTW,,,
DTY,,,
DTYL,,,
DUC,Financial Services,NYQ,256800496.0
DUG,,,
DUK,,,
DUK PRA,,,
DUKB,,,
DUKH,,,
DUO,,,
DUOT,,,
DURA,,,
DUSA,,,
DUSL,,,
DUST,,,
DVA,Healthcare,NYQ,9871890432.0
DVAX,,,
DVD,,,
DVLU,,,
DVN,,,
DVOL,,,
DVY,,,
DVYA,,,
DVYE,,,
DWAS,,,
DWAT,,,
DWAW,,,
DWCR,,,
DWEQ,,,
DWFI,,,
DWLD,,,
DWM,,,
DWMC,,,
DWMF,,,
DWPP,,,
DWSH,,,
DWSN,Energy,NMS,34521592.0
DWUS,,,
DWX,,,
DX,,,
DX PRB,,,
DX PRC,,,
DXC,Technology,NYQ,4098094592.0
DXCM,Healthcare,NMS,38412251136.0
DXD,,,
DXF,,,
DXGE,,,
DXJ,,,
DXJS,,,
DXLG,,,
DXPE,,,
DXR,Financial Services,ASE,66487612.0
DXYN,Consumer Cyclical,NGM,16129974.0
DY,Industrials,NYQ,1270445568.0
DYAI,,,
DYFN,,,
DYHG,,,
DYNF,,,
DYNT,,,
DZK,,,
DZSI,,,
DZZ,,,
E,Energy,NYQ,35048960000.0
EA,Communication Services,NMS,38641479680.0
EAB,,,
EAD,,,
EAE,,,
EAF,Industrials,NYQ,2089339904.0
EAGG,,,
EAI,,,
EAOA,,,
EAOK,,,
EAOM,,,
EAOR,,,
EARN,Real Estate,NYQ,123319200.0
EARS,,,
EASG,,,
EASI,,,
EAST,,,
EAT,Consumer Cyclical,NYQ,995784256.0
EB,Technology,NYQ,968911680.0
EBAY,Consumer Cyclical,NMS,38197628928.0
EBAY L,,,
EBF,Industrials,NYQ,440288480.0
EBIX,,,
EBIZ,,,
EBMT,Financial Services,NGM,118716696.0
EBND,,,
EBON,,,
EBR,Utilities,NYQ,9413580800.0
EBR B,,,
EBS,Healthcare,NYQ,4408129536.0
EBSB,Financial Services,NMS,574851072.0
EBTC,Financial Services,NMS,267803728.0
EC,,,
ECC,Financial Services,NYQ,211676208.0
ECCB,Financial Services,NYQ,393962144.0
ECCX,,,
ECCY,,,
ECF,Financial Services,NYQ,153971456.0
ECF PRA,,,
ECH,,,
ECHO,Industrials,NMS,578869696.0
ECL,Basic Materials,NYQ,57105022976.0
ECLN,,,
ECNS,,,
ECOL,,,
ECOL W,,,
ECOM,,,
ECON,,,
ECOR,,,
ECOW,,,
ECOZ,,,
ECPG,Financial Services,NMS,1056347392.0
ECT,Energy,NYQ,8394064.0
ED,Utilities,NYQ,24660068352.0
EDAP,,,
EDC,,,
EDD,Financial Services,NYQ,377385888.0
EDEN,,,
EDF,Financial Services,NYQ,116949560.0
EDI,Financial Services,NYQ,74263152.0
EDIT,Healthcare,NMS,1896838144.0
EDIV,,,
EDN,Utilities,NYQ,266827936.0
EDNT,Consumer Cyclical,NMS,24960184.0
EDOG,,,
EDOW,,,
EDRY,Industrials,NMS,8550177.0
EDSA,Healthcare,NCM,44118616.0
EDU,Consumer Defensive,NYQ,21478219776.0
EDUC,Communication Services,NMS,79095808.0
EDV,,,
EDZ,,,
EE,Utilities,NYQ,2747860736.0
EEA,Financial Services,NYQ,64525396.0
EEFT,Technology,NMS,5181415936.0
EEH,,,
EELV,,,
EEM,,,
EEMA,,,
EEMD,,,
EEMO,,,
EEMS,,,
EEMV,,,
EEMX,,,
EES,,,
EET,,,
EEV,,,
EEX,,,
EFA,,,
EFAD,,,
EFAS,,,
EFAV,,,
EFAX,,,
EFC,Financial Services,NYQ,497339648.0
EFC PRA,,,
EFF,Financial Services,NYQ,105881368.0
EFG,,,
EFL,,NYQ,192002144.0
EFNL,,,
EFO,,,
EFOI,,,
EFR,Financial Services,NYQ,420070592.0
EFSC,,,
EFT,Financial Services,NYQ,454446176.0
EFU,,,
EFV,,,
EFX,Industrials,NYQ,20866080768.0
EFZ,,,
EGAN,,,
EGBN,Financial Services,NMS,982534144.0
EGF,,,
EGHT,,,
EGIF,Financial Services,NYQ,95472584.0
EGLE,,,
EGO,,,
EGOV,Technology,NMS,1547006976.0
EGP,,,
EGPT,,,
EGRX,Healthcare,NMS,663179904.0
EGY,,,
EH,Industrials,NGM,568082880.0
EHC,Healthcare,NYQ,6178027520.0
EHI,,,
EHT,,,
EHTH,Financial Services,NMS,2655403264.0
EIC,,NYQ,
EIDO,,,
EIDX,Healthcare,NMS,1898732800.0
EIG,Financial Services,NYQ,892983808.0
EIGI,,,
EIGR,Healthcare,NMS,238286368.0
EIM,Financial Services,NYQ,967959744.0
EINC,,,
EIRL,,,
EIS,,,
EIX,Utilities,NYQ,20203231232.0
EJAN,,,
EJUL,,,
EKAR,,,
EKSO,,,
EL,Consumer Defensive,NYQ,68979408896.0
ELA,,,
ELAN,,,
ELAT,,,
ELC,,,
ELD,,,
ELF,Consumer Defensive,NYQ,942671552.0
ELGX,,,
ELJ,,,
ELLO,,,
ELMD,Healthcare,ASE,130141184.0
ELOX,Healthcare,NMS,125600328.0
ELP,Utilities,NYQ,3016063744.0
ELS,,,
ELSE,Technology,NMS,12189917.0
ELTK,,,
ELU,,,
ELVT,Financial Services,NYQ,66033408.0
ELY,Consumer Cyclical,NYQ,1597953792.0
EMAG,,,
EMAN,,,
EMB,,,
EMBD,,,
EMBH,,,
EMCB,,,
EMCF,Financial Services,NMS,62137808.0
EMD,,,
EMDV,,,
EME,Industrials,NYQ,3556233984.0
EMF,Financial Services,NYQ,232031008.0
EMFM,,,
EMGF,,,
EMHY,,,
EMIF,,,
EMKR,,,
EML,Industrials,NMS,113399288.0
EMLC,,,
EMLP,,,
EMMF,,,
EMN,Basic Materials,NYQ,9509862400.0
EMNT,,,
EMO,Financial Services,NYQ,168527888.0
EMP,,,
EMQQ,,,
EMR,Industrials,NYQ,36834336768.0
EMSG,,,
EMSH,,,
EMTL,,,
EMTY,,,
EMX,Basic Materials,ASE,185306960.0
EMXC,,,
ENB,Energy,NYQ,61940293632.0
ENBA,,,
ENBL,Energy,NYQ,2029187584.0
ENDP,Healthcare,NMS,801670400.0
ENFR,,,
ENG,Industrials,NCM,30154960.0
ENIA,Utilities,NYQ,12208400384.0
ENIC,Utilities,NYQ,5625126400.0
ENLC,Energy,NYQ,1208472192.0
ENLV,Healthcare,NCM,71033592.0
ENO,,,
ENOB,,,
ENOR,,,
ENPH,Technology,NGM,6117858304.0
ENR,Industrials,NYQ,3289372928.0
ENR PRA,,,
ENS,Industrials,NYQ,2682548224.0
ENSG,Healthcare,NMS,2277307136.0
ENSV,,,
ENT,,,
ENTA,Healthcare,NMS,999014720.0
ENTG,Technology,NMS,8026615808.0
ENTR,,,
ENTX,Healthcare,NCM,32274534.0
ENTX W,,,
ENV,Technology,NYQ,4004422912.0
ENVA,Financial Services,NYQ,448994368.0
ENX,,,
ENZ,Healthcare,NYQ,111106888.0
ENZL,,,
EOD,,,
EOG,Energy,NYQ,29404964864.0
EOI,Financial Services,NYQ,560758848.0
EOLS,,,
EOS,Financial Services,NYQ,879283264.0
EOT,Financial Services,NYQ,300908320.0
EP PRC,,,
EPAC,,,
EPAM,Technology,NYQ,13918752768.0
EPAY,Technology,NMS,2199734016.0
EPC,,,
EPD,Energy,NYQ,39018315776.0
EPHE,,,
EPI,,,
EPIX,,,
EPM,Energy,ASE,94914720.0
EPOL,,,
EPP,,,
EPR,Real Estate,NYQ,2554525696.0
EPR PRC,,,
EPR PRE,,,
EPR PRG,,,
EPRF,,,
EPRT,Real Estate,NYQ,1424043776.0
EPS,,,
EPSN,,,
EPU,,,
EPV,,,
EPZM,Healthcare,NMS,1598785024.0
EQ,Healthcare,NGM,49515200.0
EQAL,,,
EQBK,Financial Services,NMS,241664096.0
EQC,,,
EQC PRD,,,
EQH,,,
EQH PRA,,,
EQIX,,,
EQL,,,
EQNR,Energy,NYQ,48005066752.0
EQR,Real Estate,NYQ,22547116032.0
EQRR,,,
EQS,Financial Services,NYQ,15545815.0
EQT,Energy,NYQ,3237489152.0
EQWL,,,
EQX,,,
ERC,,,
ERF,Energy,NYQ,649960128.0
ERH,,,
ERI,Consumer Cyclical,NMS,4060713216.0
ERIC,,,
ERIE,Financial Services,NMS,8786551808.0
ERII,,,
ERJ,,,
ERM,,,
EROS,Communication Services,NYQ,510603168.0
ERSX,,,
ERUS,,,
ERX,,,
ERY,,,
ERYP,Healthcare,NMS,181747920.0
ES,Utilities,NYQ,29003284480.0
ESBA,Real Estate,PCX,2090645888.0
ESBK,Financial Services,NCM,38669432.0
ESCA,Consumer Cyclical,NGM,193973344.0
ESCR,,,
ESE,,,
ESEA,,,
ESEB,,,
ESG,,,
ESGD,,,
ESGE,,,
ESGG,,,
ESGN,,,
ESGR,Financial Services,NMS,3384318976.0
ESGR O,,,
ESGR P,,,
ESGS,,,
ESGU,,,
ESGV,,,
ESHY,,,
ESI,Basic Materials,NYQ,2726332928.0
ESLT,Industrials,NMS,6191673344.0
ESML,,,
ESNG,,,
ESNT,Financial Services,NYQ,3880841984.0
ESP,Industrials,ASE,41824264.0
ESPO,,,
ESPR,Healthcare,NGM,1407382656.0
ESQ,Financial Services,NCM,125011864.0
ESRT,Real Estate,NYQ,2119431424.0
ESS,Real Estate,NYQ,15507194880.0
ESSA,Financial Services,NMS,147099808.0
ESSC,Financial Services,NCM,175264640.0
ESSC R,,,
ESSC W,,,
ESTA,Healthcare,NCM,431582784.0
ESTC,Technology,NYQ,8066038272.0
ESTE,,,
ESXB,Financial Services,NCM,115380960.0
ET,,,
ETB,Financial Services,NYQ,374000288.0
ETFC,,,
ETG,Financial Services,NYQ,1094907904.0
ETH,Consumer Cyclical,NYQ,282849504.0
ETHO,,,
ETI PR,,,
ETJ,Financial Services,NYQ,613765632.0
ETM,Communication Services,NYQ,208211072.0
ETN,,,
ETNB,Healthcare,NGM,380711648.0
ETO,Financial Services,NYQ,327423456.0
ETON,Healthcare,NGM,115461840.0
ETP PRC,,,
ETP PRD,,,
ETP PRE,,,
ETR,,,
ETRN,Energy,NYQ,3770789888.0
ETSY,,,
ETTX,Healthcare,NMS,79691472.0
ETV,Financial Services,NYQ,1273807104.0
ETW,Financial Services,NYQ,944810752.0
ETX,Financial Services,NYQ,223126304.0
ETY,Financial Services,NYQ,1646129408.0
EUDG,,,
EUDV,,,
EUFN,,,
EUFX,,,
EUM,,,
EUMV,,,
EUO,,,
EURL,,,
EURN,Energy,NYQ,1765232768.0
EURZ,,,
EUSA,,,
EUSB,,,
EUSC,,,
EV,Financial Services,NYQ,4341783552.0
EVA,Basic Materials,NYQ,1443874432.0
EVBG,,,
EVBN,,,
EVC,Communication Services,NYQ,118574656.0
EVER,Communication Services,NGM,1612182528.0
EVF,Financial Services,NYQ,203154304.0
EVFM,Healthcare,NCM,234519136.0
EVG,Financial Services,NYQ,203302416.0
EVGN,Healthcare,NGM,24920344.0
EVH,,,
EVI,,,
EVK,,,
EVLO,Healthcare,NMS,232048992.0
EVM,,,
EVN,Financial Services,NYQ,496236672.0
EVOK,Healthcare,NCM,91893672.0
EVOL,,,
EVOP,,,
EVR,Financial Services,NYQ,2322290176.0
EVRG,,,
EVRI,Consumer Cyclical,NYQ,454763616.0
EVSI,,,
EVSI W,,,
EVT,,,
EVTC,Technology,NYQ,2004323072.0
EVV,Financial Services,NYQ,1318268544.0
EVX,,,
EVY,,,
EW,Healthcare,NYQ,44004843520.0
EWA,,,
EWBC,Financial Services,NMS,4922297856.0
EWC,,,
EWCO,,,
EWD,,,
EWG,,,
EWGS,,,
EWH,,,
EWI,,,
EWJ,,,
EWJE,,,
EWJV,,,
EWK,,,
EWL,,,
EWM,,,
EWMC,,,
EWN,,,
EWO,,,
EWP,,,
EWQ,,,
EWRE,,,
EWS,,,
EWSC,,,
EWT,,,
EWU,,,
EWUS,,,
EWV,,,
EWW,,,
EWX,,,
EWY,,,
EWZ,,,
EWZS,,,
EXAS,,,
EXC,Utilities,NMS,36520812544.0
EXD,,,
EXEL,Healthcare,NMS,7200353280.0
EXFO,,,
EXG,Financial Services,NYQ,2250272000.0
EXI,,,
EXK,Basic Materials,NYQ,320758752.0
EXLS,Technology,NMS,2144413184.0
EXP,,,
EXPC,Financial Services,NCM,342031232.0
EXPC W,,,
EXPD,,,
EXPE,,,
EXPI,Real Estate,NGM,1115769472.0
EXPO,Industrials,NMS,4241712128.0
EXPR,Consumer Cyclical,NYQ,91532064.0
EXR,Real Estate,NYQ,12553710592.0
EXTN,Energy,NYQ,175034640.0
EXTR,Technology,NMS,495265184.0
EYE,Consumer Cyclical,NMS,2458118656.0
EYEG,,,
EYEG W,,,
EYEN,Healthcare,NMS,55966080.0
EYES,,,
EYES W,,,
EYLD,,,
EYPT,Healthcare,NGM,90749808.0
EZA,,,
EZJ,,,
EZM,,,
EZPW,Financial Services,NMS,326001376.0
EZT,,,
EZU,,,
F,,,
F PRB,,,
F PRC,,,
FAAR,,,
FAB,,,
FAD,,,
FAF,Financial Services,NYQ,5233444352.0
FALN,,,
FAM,Financial Services,NYQ,124276416.0
FAMI,Consumer Defensive,NCM,8948664.0
FAN,,,
FANG,Energy,NMS,6558833152.0
FANH,,,
FARM,Consumer Defensive,NMS,122563400.0
FARO,Technology,NMS,936287808.0
FAS,,,
FAST,Industrials,NMS,25226950656.0
FAT,Consumer Cyclical,NCM,39728964.0
FATE,Healthcare,NMS,3070629632.0
FAUG,,,
FAUS,,,
FAX,Financial Services,NYQ,943721728.0
FAZ,,,
FB,Communication Services,NMS,665036914688.0
FBC,,,
FBCG,,,
FBCV,,,
FBGX,,,
FBHS,Consumer Cyclical,NYQ,8647898112.0
FBIO,,,
FBIO P,,,
FBIZ,Financial Services,NMS,137404624.0
FBK,Financial Services,NYQ,768038336.0
FBM,Industrials,NYQ,642425600.0
FBMS,Financial Services,NMS,460928032.0
FBNC,Financial Services,NMS,666486400.0
FBND,,,
FBP,,,
FBRX,,,
FBSS,Financial Services,NMS,56769012.0
FBT,,,
FBZ,,,
FC,Industrials,NYQ,301943360.0
FCA,,,
FCAL,,,
FCAN,,,
FCAP,Financial Services,NMS,237127168.0
FCAU,,,
FCBC,Financial Services,NMS,380565056.0
FCBP,Financial Services,NMS,187095760.0
FCCO,,,
FCCY,Financial Services,NMS,128332352.0
FCEF,,,
FCEL,,,
FCF,,,
FCFS,,,
FCG,,,
FCN,Industrials,NYQ,4380196352.0
FCNC A,,,
FCNC P,,,
FCO,Financial Services,ASE,54268192.0
FCOM,,,
FCOR,,,
FCPI,,,
FCPT,Real Estate,NYQ,1700429568.0
FCT,Financial Services,NYQ,286725760.0
FCTR,,,
FCVT,,,
FCX,Basic Materials,NYQ,16697655296.0
FDBC,,,
FDD,,,
FDEM,,,
FDEU,Financial Services,NYQ,180934944.0
FDEV,,,
FDG,,,
FDHY,,,
FDIS,,,
FDIV,,,
FDL,,,
FDLO,,,
FDM,,,
FDMO,,,
FDN,,,
FDNI,,,
FDP,,,
FDRR,,,
FDS,Financial Services,NYQ,12721103872.0
FDT,,,
FDTS,,,
FDUS,Financial Services,NMS,215049120.0
FDUS G,,,
FDUS L,,,
FDUS Z,,,
FDVV,,,
FDX,,,
FE,,,
FEAC,,,
FEAC U,,,
FEAC WS,,,
FEDU,Consumer Defensive,NYQ,54267408.0
FEI,Financial Services,NYQ,258069520.0
FEIM,Technology,NMS,96995512.0
FELE,Industrials,NMS,2346526464.0
FEM,,,
FEMB,,,
FEMS,,,
FEN,,,
FENC,,,
FENG,Communication Services,NYQ,107729936.0
FENY,,,
FEO,Financial Services,NYQ,60426132.0
FEP,,,
FET,Energy,NYQ,54013480.0
FEUL,,,
FEUZ,,,
FEX,,,
FEYE,,,
FEZ,,,
FF,Basic Materials,NYQ,502609344.0
FFA,Financial Services,NYQ,293147680.0
FFBC,Financial Services,NMS,1284310656.0
FFBW,Financial Services,NMS,67880000.0
FFC,,,
FFEB,,,
FFEU,,,
FFG,,,
FFHG,,,
FFHL,,,
FFIC,Financial Services,NMS,304152288.0
FFIN,Financial Services,NMS,4018623232.0
FFIU,,,
FFIV,Technology,NMS,8435383296.0
FFNW,Financial Services,NMS,96872360.0
FFR,,,
FFSG,,,
FFTG,,,
FFTI,,,
FFTY,,,
FFWM,Financial Services,NMS,707757248.0
FGB,Financial Services,NYQ,46102664.0
FGBI,,,
FGD,,,
FGEN,Healthcare,NMS,3876058880.0
FGM,,,
FHB,Financial Services,NMS,2159916032.0
FHI,Financial Services,NYQ,2352065024.0
FHK,,,
FHLC,,,
FHN,Financial Services,NYQ,2884732928.0
FHN PRA,,,
FHN PRE,,,
FI,Energy,NYQ,480762336.0
FIBK,Financial Services,NMS,1932704896.0
FIBR,,,
FICO,Technology,NYQ,12145795072.0
FID,,,
FIDI,,,
FIDU,,,
FIEE,,,
FIF,Financial Services,NYQ,176730512.0
FIHD,,,
FILL,,,
FINS,,NYQ,194398320.0
FINV,Financial Services,NYQ,562570816.0
FINX,,,
FIS,Technology,NYQ,84507328512.0
FISI,,,
FISK,Real Estate,PCX,2090647296.0
FISR,,,
FISV,Technology,NMS,65776807936.0
FIT,Technology,NYQ,1679278976.0
FITB,Financial Services,NMS,13220205568.0
FITB I,,,
FITB O,,,
FITB P,,,
FITE,,,
FIV,,,
FIVA,,,
FIVE,Consumer Cyclical,NMS,5770745856.0
FIVG,,,
FIVN,Technology,NMS,7354589184.0
FIW,,,
FIX,Industrials,NYQ,1459204608.0
FIXD,,,
FIXX,,,
FIYY,,,
FIZZ,Consumer Defensive,NMS,2980774656.0
FJNK,,,
FJP,,,
FJUN,,,
FKO,,,
FKU,,,
FL,Consumer Cyclical,NYQ,3064479488.0
FLAT,,,
FLAU,,,
FLAX,,,
FLBL,,,
FLBR,,,
FLC,Financial Services,NYQ,203021472.0
FLCA,,,
FLCB,,,
FLCH,,,
FLCO,,,
FLDM,Healthcare,NMS,316763296.0
FLDR,,,
FLEE,,,
FLEH,,,
FLEU,,,
FLEX,Technology,NMS,4952811008.0
FLFR,,,
FLGB,,,
FLGE,,,
FLGR,,,
FLGT,,,
FLGV,,,
FLHK,,,
FLHY,,,
FLIA,,,
FLIC,Financial Services,NCM,368891424.0
FLIN,,,
FLIR,Technology,NMS,5516298752.0
FLIY,,,
FLJH,,,
FLJP,,,
FLKR,,,
FLL,Consumer Cyclical,NCM,42509320.0
FLLA,,,
FLLV,,,
FLM,,,
FLMB,,,
FLMI,,,
FLMN,Energy,NMS,273459008.0
FLMN W,,,
FLMX,,,
FLN,,,
FLNG,,,
FLNT,,,
FLO,Consumer Defensive,NYQ,4696943104.0
FLOT,,,
FLOW,Industrials,NYQ,1544265984.0
FLQD,,,
FLQE,,,
FLQG,,,
FLQH,,,
FLQL,,,
FLQM,,,
FLQS,,,
FLR,Industrials,NYQ,1640035712.0
FLRN,,,
FLRT,,,
FLRU,,,
FLS,,,
FLSA,,,
FLSP,,,
FLSW,,,
FLT,Technology,NYQ,21356152832.0
FLTB,,,
FLTR,,,
FLTW,,,
FLV,,,
FLWS,Consumer Cyclical,NMS,1366007424.0
FLXN,,,
FLXS,,,
FLY,,,
FLYT,,,
FLZA,,,
FM,,,
FMAO,,,
FMAT,,,
FMAY,,,
FMB,,,
FMBH,Financial Services,NGM,416393344.0
FMBI,Financial Services,NMS,1459087488.0
FMBI P,,,
FMC,,,
FMCI,Financial Services,NMS,437339296.0
FMCI U,,,
FMCI W,,,
FMF,,,
FMHI,,,
FMIL,,,
FMK,,,
FMN,Financial Services,NYQ,152907440.0
FMNB,Financial Services,NCM,322903840.0
FMO,Financial Services,NYQ,63793440.0
FMS,Healthcare,NYQ,25978544128.0
FMTX,,,
